state,district,year,month,enrollment,date,lag_1,lag_2,rolling_mean_3,rolling_std_3,state_avg,district_state_ratio,target_log,sample_weight
Maharashtra,Latur,2025,7,819,2025-07-01,545.0,294.0,419.5,177.48380207782344,2028.4074074074074,0.4037650409916391,6.709304340258298,28.61817604250837
Maharashtra,Latur,2025,9,2444,2025-09-01,819.0,545.0,552.6666666666666,262.5839548284193,2760.9189189189187,0.8852125222699773,7.801800401908973,49.4368283772331
Maharashtra,Latur,2025,10,1062,2025-10-01,2444.0,819.0,1269.3333333333333,1026.4747114923646,1334.2162162162163,0.7959729368385234,6.968850378341948,32.58834147360065
Maharashtra,Latur,2025,11,1414,2025-11-01,1062.0,2444.0,1441.6666666666667,876.5080338099207,1915.7297297297298,0.7380999407462077,7.254884810077338,37.603191353926334
Maharashtra,Latur,2025,12,884,2025-12-01,1414.0,1062.0,1640.0,718.1838204805227,1423.1052631578948,0.621176818668893,6.785587645007929,29.732137494637012
Maharashtra,Mumbai,2025,9,5013,2025-09-01,931.0,931.0,931.0,0.0,2760.9189189189187,1.815699825752617,8.519989278718239,70.80254232723568
Maharashtra,Mumbai,2025,10,3087,2025-10-01,5013.0,931.0,2972.0,2886.409880803487,1334.2162162162163,2.3137179435221484,8.035278911144667,55.560777532356404
Maharashtra,Mumbai,2025,11,5031,2025-11-01,3087.0,5013.0,3010.3333333333335,2042.0796589098413,1915.7297297297298,2.626153325243402,8.523572798380277,70.92954250522133
Maharashtra,Mumbai,2025,12,2912,2025-12-01,5031.0,3087.0,4377.0,1117.209022519958,1423.1052631578948,2.046229520321059,7.976938756959434,53.96295025292817
Maharashtra,Mumbai Suburban,2025,5,1569,2025-05-01,542.0,542.0,542.0,0.0,547.1666666666666,2.8674992384961304,7.358830898342354,39.61060464067672
Maharashtra,Mumbai Suburban,2025,7,5571,2025-07-01,1569.0,542.0,1055.5,726.1986642785843,2028.4074074074074,2.746489674437633,8.625509334899697,74.63913182774837
Maharashtra,Mumbai Suburban,2025,9,3266,2025-09-01,5571.0,1569.0,2560.6666666666665,2657.1154158849276,2760.9189189189187,1.1829394835244458,8.09162741160107,57.148928248918196
Maharashtra,Mumbai Suburban,2025,10,1929,2025-10-01,3266.0,5571.0,3468.6666666666665,2008.6827358578387,1334.2162162162163,1.4457926508112162,7.5652752818989315,43.9203825119955
Maharashtra,Mumbai Suburban,2025,11,3385,2025-11-01,1929.0,3266.0,3588.6666666666665,1842.315481488806,1915.7297297297298,1.7669507068075763,8.12740456269308,58.180752831155424
Maharashtra,Mumbai Suburban,2025,12,2097,2025-12-01,3385.0,1929.0,2860.0,808.4621203247544,1423.1052631578948,1.4735382225663671,7.6487397889562425,45.79301256742124
Maharashtra,Nagpur,2025,5,293,2025-05-01,566.0,566.0,566.0,0.0,547.1666666666666,0.5354858361245164,5.683579767338681,17.11724276862369
Maharashtra,Nagpur,2025,7,1166,2025-07-01,293.0,566.0,429.5,193.04015126392747,2028.4074074074074,0.5748352109844337,7.062191632286556,34.14674215792775
Maharashtra,Nagpur,2025,9,3561,2025-09-01,1166.0,293.0,675.0,446.5904163772438,2760.9189189189187,1.2897879671863293,8.178077463849608,59.67411499134277
Maharashtra,Nagpur,2025,10,1652,2025-10-01,3561.0,1166.0,1673.3333333333333,1692.0391051430618,1334.2162162162163,1.2381801239710364,7.410347097821024,40.64480286580315
Maharashtra,Nagpur,2025,11,2732,2025-11-01,1652.0,3561.0,2126.3333333333335,1265.997761978011,1915.7297297297298,1.426088428655332,7.913155185928068,52.26853738148792
Maharashtra,Nagpur,2025,12,1689,2025-12-01,2732.0,1652.0,2648.3333333333335,957.2462239848915,1423.1052631578948,1.1868412293345705,7.432483807917119,41.09744517606904
Maharashtra,Nanded,2025,5,502,2025-05-01,607.0,607.0,607.0,0.0,547.1666666666666,0.9174535485819358,6.220590170099739,22.40535650240808
Maharashtra,Nanded,2025,6,584,2025-06-01,502.0,607.0,554.5,74.24621202458749,819.1538461538462,0.7129307916227563,6.371611847231857,24.166091947189145
Maharashtra,Nanded,2025,7,1803,2025-07-01,584.0,502.0,564.3333333333334,55.193598662646856,2028.4074074074074,0.8888746873112641,7.4977617006225685,42.46174749112429
Maharashtra,Nanded,2025,9,3707,2025-09-01,1803.0,584.0,963.0,728.6158109731081,2760.9189189189187,1.342668911642719,8.218247926685745,60.88513775955508
Maharashtra,Nanded,2025,10,1459,2025-10-01,3707.0,1803.0,2031.3333333333333,1573.9708807132783,1334.2162162162163,1.0935259085192144,7.286191714702382,38.19685850956856
Maharashtra,Nanded,2025,11,1577,2025-11-01,1459.0,3707.0,2323.0,1210.8575473605472,1915.7297297297298,0.8231850117091721,7.363913501405819,39.71145930332956
Maharashtra,Nanded,2025,12,1528,2025-12-01,1577.0,1459.0,2247.6666666666665,1265.1961639735289,1423.1052631578948,1.0737083472014348,7.332369205929062,39.08964057138413
Maharashtra,Nandurbar,2025,5,406,2025-05-01,282.0,282.0,282.0,0.0,547.1666666666666,0.7420042643909681,6.008813185442595,20.149441679609886
Maharashtra,Nandurbar,2025,7,3100,2025-07-01,406.0,282.0,344.0,87.68124086713189,2028.4074074074074,1.5282925849500382,8.03947991910045,55.67764362830022
Maharashtra,Nandurbar,2025,9,3023,2025-09-01,3100.0,406.0,1262.6666666666667,1592.3847943676597,2760.9189189189187,1.0949253088470299,8.014335737299424,54.981815175565096
Maharashtra,Nandurbar,2025,10,1348,2025-10-01,3023.0,3100.0,2176.3333333333335,1533.6369626914102,1334.2162162162163,1.0103309970417416,7.207118856207756,36.71511950137164
Maharashtra,Nandurbar,2025,11,1552,2025-11-01,1348.0,3023.0,2490.3333333333335,990.0385514379398,1915.7297297297298,0.810135154199515,7.347943823148687,39.395431207184416
Maharashtra,Nandurbar,2025,12,856,2025-12-01,1552.0,1348.0,1974.3333333333333,913.8820128076346,1423.1052631578948,0.6015015348196521,6.75343791859778,29.257477676655586
Maharashtra,Nashik,2025,7,4615,2025-07-01,156.0,156.0,156.0,0.0,2028.4074074074074,2.2751839611433633,8.437283808187935,67.93379129711516
Maharashtra,Nashik,2025,9,7066,2025-09-01,4615.0,156.0,2385.5,3152.9891373108153,2760.9189189189187,2.559292832389386,8.863191340690854,84.05950273467003
Maharashtra,Nashik,2025,10,2717,2025-10-01,7066.0,4615.0,3945.6666666666665,3503.2885027261646,1334.2162162162163,2.036401571930573,7.907651594711089,52.124850119688595
Maharashtra,Nashik,2025,11,4423,2025-11-01,2717.0,7066.0,4799.333333333333,2180.3518829155378,1915.7297297297298,2.3087807906085405,8.39479954320217,66.50563885867122
Maharashtra,Nashik,2025,12,3042,2025-12-01,4423.0,2717.0,4735.333333333333,2191.2586185417117,1423.1052631578948,2.1375790524782494,8.02059914989697,55.154328932550705
Maharashtra,Osmanabad,2025,9,1340,2025-09-01,390.0,390.0,390.0,0.0,2760.9189189189187,0.485345654599742,7.201170883281678,36.60601043544625
Maharashtra,Osmanabad,2025,10,705,2025-10-01,1340.0,390.0,865.0,671.7514421272201,1334.2162162162163,0.5284001134380029,6.559615237493242,26.551836094703507
Maharashtra,Osmanabad,2025,11,875,2025-11-01,705.0,1340.0,811.6666666666666,483.89909416461336,1915.7297297297298,0.4567450128379998,6.775366090936392,29.58039891549808
Maharashtra,Osmanabad,2025,12,705,2025-12-01,875.0,705.0,973.3333333333334,328.7222738625014,1423.1052631578948,0.49539553977553114,6.559615237493242,26.551836094703507
Maharashtra,Palghar,2025,5,331,2025-05-01,280.0,280.0,280.0,0.0,547.1666666666666,0.6049345111167744,5.805134968916488,18.193405398660254
Maharashtra,Palghar,2025,6,514,2025-06-01,331.0,280.0,305.5,36.062445840513924,819.1538461538462,0.6274767583803026,6.244166900663736,22.67156809750927
Maharashtra,Palghar,2025,7,1217,2025-07-01,514.0,331.0,375.0,123.04877081872861,2028.4074074074074,0.599978088994902,7.1049654482698426,34.88552708502482
Maharashtra,Palghar,2025,9,2996,2025-09-01,1217.0,514.0,687.3333333333334,467.7417378568363,2760.9189189189187,1.085145956105095,8.005367067316664,54.735728733616035
Maharashtra,Palghar,2025,10,1476,2025-10-01,2996.0,1217.0,1575.6666666666667,1279.2819600593662,1334.2162162162163,1.1062674715382868,7.29776828253138,38.41874542459709
Maharashtra,Palghar,2025,11,2283,2025-11-01,1476.0,2996.0,1896.3333333333333,961.1037058160443,1915.7297297297298,1.1917129877818897,7.7336835707759,47.78074926160116
Maharashtra,Palghar,2025,12,1442,2025-12-01,2283.0,1476.0,2251.6666666666665,760.484275533251,1423.1052631578948,1.013277118235909,7.274479558773871,37.97367509209505
Maharashtra,Parbhani,2025,4,161,2025-04-01,68.0,68.0,68.0,0.0,588.3888888888889,0.2736285525441483,5.087596335232384,12.68857754044952
Maharashtra,Parbhani,2025,5,547,2025-05-01,161.0,68.0,114.5,65.76093065034893,547.1666666666666,0.999695400546452,6.306275286948016,23.388031127053
Maharashtra,Parbhani,2025,9,1926,2025-09-01,547.0,161.0,258.6666666666667,253.99671913891592,2760.9189189189187,0.6975938289247038,7.563719668414366,43.88621651498338
Maharashtra,Parbhani,2025,10,1117,2025-10-01,1926.0,547.0,878.0,927.8884631247444,1334.2162162162163,0.8371956407237577,7.0192966537150445,33.421549934136806
Maharashtra,Parbhani,2025,11,1482,2025-11-01,1117.0,1926.0,1196.6666666666667,692.9432396187535,1915.7297297297298,0.7735955531724751,7.301822342137932,38.49675310984031
Maharashtra,Parbhani,2025,12,858,2025-12-01,1482.0,1117.0,1508.3333333333333,405.1423618104299,1423.1052631578948,0.602906912237455,6.755768921984255,29.29163703175362
Maharashtra,Pune,2025,5,486,2025-05-01,69.0,69.0,69.0,0.0,547.1666666666666,0.8882120012167746,6.18826412308259,22.045407685048602
Maharashtra,Pune,2025,6,236,2025-06-01,486.0,69.0,277.5,294.8635277547903,819.1538461538462,0.2881021692174152,5.4680601411351315,15.362291495737216
Maharashtra,Pune,2025,7,5488,2025-07-01,236.0,486.0,263.6666666666667,209.87218332435896,2028.4074074074074,2.705570872969616,8.610501368549889,74.08103670980854
Maharashtra,Pune,2025,9,7877,2025-09-01,5488.0,236.0,2070.0,2962.7129459331695,2760.9189189189187,2.8530356128971404,8.971829343530851,88.75246475450696
Maharashtra,Pune,2025,10,4725,2025-10-01,7877.0,5488.0,4533.666666666667,3908.8725143362417,1334.2162162162163,3.5414050155951253,8.460834457746854,68.7386354243376
Maharashtra,Pune,2025,11,7292,2025-11-01,4725.0,7877.0,6030.0,1644.4144854628344,1915.7297297297298,3.8063824384167937,8.894670262984233,85.39320816083678
Maharashtra,Pune,2025,12,4975,2025-12-01,7292.0,4725.0,6631.333333333333,1676.6443669822565,1423.1052631578948,3.4958763267847766,8.512381634419015,70.53367989832942
Maharashtra,Raigad,2025,7,1166,2025-07-01,335.0,335.0,335.0,0.0,2028.4074074074074,0.5748352109844337,7.062191632286556,34.14674215792775
Maharashtra,Raigad,2025,9,2487,2025-09-01,1166.0,335.0,750.5,587.605735166021,2760.9189189189187,0.9007870470071331,7.81923445385907,49.86983055916673
Maharashtra,Raigad,2025,10,1279,2025-10-01,2487.0,1166.0,1329.3333333333333,1085.2577266867688,1334.2162162162163,0.9586152412584478,7.154615356913663,35.76310948449533
Maharashtra,Raigad,2025,11,1839,2025-11-01,1279.0,2487.0,1644.0,732.2424461884191,1915.7297297297298,0.959947518410379,7.517520850603031,42.883563284783136
Maharashtra,Raigad,2025,12,1281,2025-12-01,1839.0,1279.0,1868.3333333333333,604.5339802966686,1423.1052631578948,0.9001442361027736,7.156176637480615,35.79106033634656
Maharashtra,Ratnagiri,2025,10,551,2025-10-01,770.0,770.0,770.0,0.0,1334.2162162162163,0.4129765425593469,6.313548046277095,23.473389188611005
Maharashtra,Ratnagiri,2025,11,706,2025-11-01,551.0,770.0,660.5,154.8563850798539,1915.7297297297298,0.36852797607271753,6.561030665896573,26.570660511172846
Maharashtra,Ratnagiri,2025,12,485,2025-12-01,706.0,551.0,675.6666666666666,112.60698616574966,1423.1052631578948,0.34080402381720937,6.186208623900494,22.02271554554524
Maharashtra,Sangli,2025,6,356,2025-06-01,225.0,225.0,225.0,0.0,819.1538461538462,0.4345947976330501,5.877735781779639,18.867962264113206
Maharashtra,Sangli,2025,7,1594,2025-07-01,356.0,225.0,290.5,92.63098833543772,2028.4074074074074,0.7858381872291487,7.374629015218945,39.92492955535426
Maharashtra,Sangli,2025,9,2113,2025-09-01,1594.0,356.0,725.0,755.4210746332141,2760.9189189189187,0.7653249016188469,7.656337166430183,45.967379738244816
Maharashtra,Sangli,2025,10,930,2025-10-01,2113.0,1594.0,1354.3333333333333,902.6861765493771,1334.2162162162163,0.6970384475139612,6.836259277277067,30.495901363953813
Maharashtra,Sangli,2025,11,1299,2025-11-01,930.0,2113.0,1545.6666666666667,592.9792014340246,1915.7297297297298,0.6780705962017848,7.170119543449628,36.0416425818802
Maharashtra,Sangli,2025,12,898,2025-12-01,1299.0,930.0,1447.3333333333333,605.2886363821259,1423.1052631578948,0.6310144605935134,6.80128303447162,29.966648127543394
Maharashtra,Satara,2025,5,192,2025-05-01,236.0,236.0,236.0,0.0,547.1666666666666,0.3508985683819356,5.262690188904886,13.856406460551018
Maharashtra,Satara,2025,6,201,2025-06-01,192.0,236.0,214.0,31.11269837220809,819.1538461538462,0.2453751525961884,5.308267697401205,14.177446878757825
Maharashtra,Satara,2025,7,459,2025-07-01,201.0,192.0,209.66666666666666,23.245071162148186,2028.4074074074074,0.2262859020942153,6.131226489483141,21.42428528562855
Maharashtra,Satara,2025,9,1321,2025-09-01,459.0,201.0,284.0,151.6212386178137,2760.9189189189187,0.4784638878554173,7.186901020411631,36.345563690772494
Maharashtra,Satara,2025,10,883,2025-10-01,1321.0,459.0,660.3333333333334,586.5162686007383,1334.2162162162163,0.661811773284761,6.784457062637643,29.715315916207253
Maharashtra,Satara,2025,11,1290,2025-11-01,883.0,1321.0,887.6666666666666,431.0189477660274,1915.7297297297298,0.6733726474983083,7.1631723908466425,35.91656999213594
Maharashtra,Satara,2025,12,1283,2025-12-01,1290.0,883.0,1164.6666666666667,244.42244850531517,1423.1052631578948,0.9015496135205766,7.157735484249907,35.81898937714463
Maharashtra,Sindhudurg,2025,10,215,2025-10-01,366.0,366.0,366.0,0.0,1334.2162162162163,0.16114329700591576,5.375278407684165,14.66287829861518
Maharashtra,Sindhudurg,2025,11,392,2025-11-01,215.0,366.0,290.5,106.77312395916867,1915.7297297297298,0.2046217657514239,5.973809611869261,19.79898987322333
Maharashtra,Sindhudurg,2025,12,190,2025-12-01,392.0,215.0,324.3333333333333,95.5737062864747,1423.1052631578948,0.1335108546912779,5.25227342804663,13.784048752090222
Maharashtra,Solapur,2025,5,621,2025-05-01,660.0,660.0,660.0,0.0,547.1666666666666,1.134937557110323,6.432940092739179,24.919871588754223
Maharashtra,Solapur,2025,7,561,2025-07-01,621.0,660.0,640.5,27.577164466275352,2028.4074074074074,0.27657165811515205,6.331501849893691,23.68543856465402
Maharashtra,Solapur,2025,9,3389,2025-09-01,561.0,621.0,614.0,49.86983055916673,2760.9189189189187,1.2274898682377058,8.128585200374497,58.215118311311535
Maharashtra,Solapur,2025,10,1804,2025-10-01,3389.0,561.0,1523.6666666666667,1615.7045934617297,1334.2162162162163,1.352104687435684,7.498315870766981,42.473521163190604
Maharashtra,Solapur,2025,11,2703,2025-11-01,1804.0,3389.0,1918.0,1417.4424150560758,1915.7297297297298,1.4109505939441296,7.902487437162855,51.99038372622383
Maharashtra,Solapur,2025,12,2289,2025-12-01,2703.0,1804.0,2632.0,794.88175221224,1423.1052631578948,1.608454454675448,7.736307096548285,47.843494855622744
Maharashtra,Thane,2025,4,3434,2025-04-01,47.0,47.0,47.0,0.0,588.3888888888889,5.836276083457175,8.14177220465645,58.60034129593445
Maharashtra,Thane,2025,5,2332,2025-05-01,3434.0,47.0,1740.5,2394.9706678788366,547.1666666666666,4.26195552847226,7.75491027202143,48.29078587059855
Maharashtra,Thane,2025,6,4421,2025-06-01,2332.0,3434.0,1937.6666666666667,1727.589746824556,819.1538461538462,5.39703258521268,8.394347361417392,66.49060083951716
Maharashtra,Thane,2025,7,7343,2025-07-01,4421.0,2332.0,3395.6666666666665,1045.027431856855,2028.4074074074074,3.620081435899397,8.901638932300326,85.69130644353604
Maharashtra,Thane,2025,9,8780,2025-09-01,7343.0,4421.0,4698.666666666667,2517.012978379995,2760.9189189189187,3.180100632377414,9.080345575359996,93.70165420097983
Maharashtra,Thane,2025,10,4740,2025-10-01,8780.0,7343.0,6848.0,2221.258427108381,1334.2162162162163,3.5526475712001893,8.464003362902119,68.84765791223403
Maharashtra,Thane,2025,11,7513,2025-11-01,4740.0,8780.0,6954.333333333333,2047.8516385063963,1915.7297297297298,3.9217431788021626,8.924523226133914,86.67756341753038
Maharashtra,Thane,2025,12,4532,2025-12-01,7513.0,4740.0,7011.0,2066.2533726530246,1423.1052631578948,3.1845852287414287,8.41913925094085,67.32013071882734
Maharashtra,Wardha,2025,10,305,2025-10-01,721.0,721.0,721.0,0.0,1334.2162162162163,0.2285986306362991,5.723585101952381,17.46424919657298
Maharashtra,Wardha,2025,11,335,2025-11-01,305.0,721.0,513.0,294.15642097360376,1915.7297297297298,0.17486809062940561,5.817111159963204,18.303005217723125
Maharashtra,Wardha,2025,12,527,2025-12-01,335.0,305.0,453.6666666666667,232.00287354542257,1423.1052631578948,0.3703169495910708,6.269096283706261,22.956480566497994
Maharashtra,Washim,2025,7,457,2025-07-01,228.0,228.0,228.0,0.0,2028.4074074074074,0.22529990687811852,6.126869184114185,21.37755832643195
Maharashtra,Washim,2025,9,826,2025-09-01,457.0,228.0,342.5,161.92745289171938,2760.9189189189187,0.2991757542532738,6.717804695023691,28.74021572639983
Maharashtra,Washim,2025,10,495,2025-10-01,826.0,457.0,503.6666666666667,301.71896415925426,1334.2162162162163,0.3710043349671084,6.206575926724928,22.24859546128699
Maharashtra,Washim,2025,11,540,2025-11-01,495.0,826.0,592.6666666666666,202.96387199039475,1915.7297297297298,0.2818769222085941,6.293419278846481,23.2379000772445
Maharashtra,Washim,2025,12,795,2025-12-01,540.0,495.0,620.3333333333334,179.528085082344,1423.1052631578948,0.5586375235766627,6.679599185844383,28.19574435974337
Maharashtra,Yavatmal,2025,7,1302,2025-07-01,383.0,383.0,383.0,0.0,2028.4074074074074,0.641882885679016,7.172424577124845,36.08323710533743
Maharashtra,Yavatmal,2025,9,2205,2025-09-01,1302.0,383.0,842.5,649.8311319104372,2760.9189189189187,0.7986471405913665,7.698936199813447,46.95742752749558
Maharashtra,Yavatmal,2025,10,1153,2025-10-01,2205.0,1302.0,1296.6666666666667,911.0117086697257,1334.2162162162163,0.864177774175911,7.050989447068045,33.95585369269929
Maharashtra,Yavatmal,2025,11,1080,2025-11-01,1153.0,2205.0,1553.3333333333333,569.2559471216205,1915.7297297297298,0.5637538444171882,6.985641817639208,32.863353450309965
Maharashtra,Yavatmal,2025,12,1347,2025-12-01,1080.0,1153.0,1479.3333333333333,629.5048318586071,1423.1052631578948,0.9465216908902702,7.206377291472252,36.701498607005135
Manipur,Bishnupur,2025,9,322,2025-09-01,185.0,185.0,185.0,0.0,282.0833333333333,1.1415066469678885,5.777652323222656,17.944358444926362
Manipur,Bishnupur,2025,10,222,2025-10-01,322.0,185.0,253.5,96.87362902255701,202.83333333333334,1.094494658992139,5.407171771460119,14.89966442575134
Manipur,Bishnupur,2025,11,261,2025-11-01,222.0,322.0,243.0,70.87312607751969,229.83333333333334,1.135605511235088,5.568344503761097,16.15549442140351
Manipur,Bishnupur,2025,12,117,2025-12-01,261.0,222.0,268.3333333333333,50.40171954738581,122.5,0.9551020408085298,4.770684624465665,10.816653826391969
Manipur,Chandel,2025,10,132,2025-10-01,355.0,355.0,355.0,0.0,202.83333333333334,0.6507806080493799,4.890349128221754,11.489125293076057
Manipur,Chandel,2025,11,162,2025-11-01,132.0,355.0,243.5,157.6848122046001,229.83333333333334,0.7048585931803995,5.093750200806762,12.727922061357855
Manipur,Chandel,2025,12,84,2025-12-01,162.0,132.0,216.33333333333334,121.02203656084016,122.5,0.685714285708688,4.442651256490317,9.16515138991168
Manipur,Churachandpur,2025,6,603,2025-06-01,632.0,632.0,632.0,0.0,603.0,0.9999999999983417,6.403574197934815,24.55605831561735
Manipur,Churachandpur,2025,7,1626,2025-07-01,603.0,632.0,617.5,20.506096654409877,1626.0,0.999999999999385,7.394493107219038,40.32369030731191
Manipur,Churachandpur,2025,9,650,2025-09-01,1626.0,603.0,953.6666666666666,582.4382656842984,282.0833333333333,2.304283604127725,6.478509642208569,25.495097567963924
Manipur,Churachandpur,2025,10,440,2025-10-01,650.0,1626.0,959.6666666666666,577.5398976117003,202.83333333333334,2.169268693497933,6.089044875446846,20.97617696340303
Manipur,Churachandpur,2025,11,406,2025-11-01,440.0,650.0,905.3333333333334,632.8865090467115,229.83333333333334,1.7664974619212481,6.008813185442595,20.149441679609886
Manipur,Churachandpur,2025,12,237,2025-12-01,406.0,440.0,498.6666666666667,132.15647291500056,122.5,1.934693877535227,5.472270673671475,15.394804318340652
Manipur,Imphal East,2025,10,274,2025-10-01,306.0,306.0,306.0,0.0,202.83333333333334,1.3508627773146218,5.616771097666572,16.55294535724685
Manipur,Imphal East,2025,11,318,2025-11-01,274.0,306.0,290.0,22.627416997969522,229.83333333333334,1.3836113125393026,5.765191102784844,17.832554500127006
Manipur,Imphal East,2025,12,205,2025-12-01,318.0,274.0,299.3333333333333,22.744962812309314,122.5,1.673469387741441,5.327876168789581,14.317821063276353
Manipur,Imphal West,2025,9,301,2025-09-01,106.0,106.0,106.0,0.0,282.0833333333333,1.0670605612960695,5.71042701737487,17.349351572897472
Manipur,Imphal West,2025,10,235,2025-10-01,301.0,106.0,203.5,137.88582233137677,202.83333333333334,1.1585866885727596,5.4638318050256105,15.329709716755891
Manipur,Imphal West,2025,11,355,2025-11-01,235.0,301.0,214.0,99.18165152889924,229.83333333333334,1.5445975344385297,5.87493073085203,18.841443681416774
Manipur,Imphal West,2025,12,220,2025-12-01,355.0,235.0,297.0,60.09991680526688,122.5,1.795918367332278,5.3981627015177525,14.832396974191326
Manipur,Jiribam,2025,10,51,2025-10-01,43.0,43.0,43.0,0.0,202.83333333333334,0.25143796220089676,3.9512437185814275,7.14142842854285
Manipur,Jiribam,2025,11,37,2025-11-01,51.0,43.0,47.0,5.656854249492381,229.83333333333334,0.16098622189922704,3.6375861597263857,6.082762530298219
Manipur,Jiribam,2025,12,14,2025-12-01,37.0,51.0,43.666666666666664,7.023769168568491,122.5,0.11428571428478133,2.70805020110221,3.7416573867739413
Manipur,Kakching,2025,10,25,2025-10-01,38.0,38.0,38.0,0.0,202.83333333333334,0.12325390303965528,3.258096538021482,5.0
Manipur,Kakching,2025,11,31,2025-11-01,25.0,38.0,31.5,9.192388155425117,229.83333333333334,0.13488034807773075,3.4657359027997265,5.5677643628300215
Manipur,Kakching,2025,12,15,2025-12-01,31.0,25.0,31.333333333333332,6.506407098647712,122.5,0.12244897959083714,2.772588722239781,3.872983346207417
Manipur,Pherzawl,2025,10,1,2025-10-01,7.0,7.0,7.0,0.0,202.83333333333334,0.004930156121586211,0.6931471805599453,1.0
Manipur,Pherzawl,2025,11,1,2025-11-01,1.0,7.0,4.0,4.242640687119285,229.83333333333334,0.004350978970249379,0.6931471805599453,1.0
Manipur,Pherzawl,2025,12,1,2025-12-01,1.0,1.0,3.0,3.4641016151377544,122.5,0.00816326530605581,0.6931471805599453,1.0
Manipur,Senapati,2025,10,376,2025-10-01,545.0,545.0,545.0,0.0,202.83333333333334,1.8537387017164155,5.932245187448011,19.390719429665317
Manipur,Senapati,2025,11,365,2025-11-01,376.0,545.0,460.5,119.50104602052653,229.83333333333334,1.5881073241410235,5.902633333401366,19.1049731745428
Manipur,Senapati,2025,12,177,2025-12-01,365.0,376.0,428.6666666666667,100.89763789768982,122.5,1.4448979591718782,5.181783550292085,13.30413469565007
Manipur,Tamenglong,2025,10,257,2025-10-01,283.0,283.0,283.0,0.0,202.83333333333334,1.2670501232476563,5.552959584921617,16.0312195418814
Manipur,Tamenglong,2025,11,267,2025-11-01,257.0,283.0,270.0,18.384776310850235,229.83333333333334,1.1617113850565843,5.5909869805108565,16.34013463836819
Manipur,Tamenglong,2025,12,138,2025-12-01,267.0,257.0,269.0,13.114877048604,122.5,1.1265306122357017,4.9344739331306915,11.74734012447073
Manipur,Thoubal,2025,10,221,2025-10-01,295.0,295.0,295.0,0.0,202.83333333333334,1.0895645028705527,5.402677381872279,14.866068747318506
Manipur,Thoubal,2025,11,313,2025-11-01,221.0,295.0,258.0,52.32590180780452,229.83333333333334,1.3618564176880557,5.749392985908253,17.69180601295413
Manipur,Thoubal,2025,12,190,2025-12-01,313.0,221.0,276.3333333333333,48.757905341937466,122.5,1.5510204081506038,5.25227342804663,13.784048752090222
Manipur,Ukhrul,2025,10,200,2025-10-01,240.0,240.0,240.0,0.0,202.83333333333334,0.9860312243172422,5.303304908059076,14.142135623730951
Manipur,Ukhrul,2025,11,242,2025-11-01,200.0,240.0,220.0,28.284271247461902,229.83333333333334,1.05293691080035,5.493061443340548,15.556349186104045
Manipur,Ukhrul,2025,12,72,2025-12-01,242.0,200.0,227.33333333333334,23.692474191889147,122.5,0.5877551020360183,4.290459441148391,8.48528137423857
Meghalaya,East Garo Hills,2025,5,895,2025-05-01,1908.0,1908.0,1908.0,0.0,1580.0,0.5664556962021732,6.79794041297493,29.916550603303182
Meghalaya,East Garo Hills,2025,6,880,2025-06-01,895.0,1908.0,1401.5,716.2991693419726,1356.1,0.6489196961871183,6.78105762593618,29.664793948382652
Meghalaya,East Garo Hills,2025,7,1066,2025-07-01,880.0,895.0,1227.6666666666667,589.2336831286323,2160.5454545454545,0.4933939240930141,6.9726062513017535,32.64965543462902
Meghalaya,East Garo Hills,2025,9,785,2025-09-01,1066.0,880.0,947.0,103.3295698239381,794.9166666666666,0.9875248977867859,6.666956792429207,28.0178514522438
Meghalaya,East Garo Hills,2025,10,237,2025-10-01,785.0,1066.0,910.3333333333334,142.9347170331038,366.0,0.6475409836047882,5.472270673671475,15.394804318340652
Meghalaya,East Garo Hills,2025,11,248,2025-11-01,237.0,785.0,696.0,421.6052656217664,491.4166666666667,0.5046633881624459,5.517452896464707,15.748015748023622
Meghalaya,East Garo Hills,2025,12,22,2025-12-01,248.0,237.0,423.3333333333333,313.2608072091586,177.75,0.12376933895851608,3.1354942159291497,4.69041575982343
Meghalaya,East Jaintia Hills,2025,5,629,2025-05-01,1482.0,1482.0,1482.0,0.0,1580.0,0.39810126582253286,6.4457198193855785,25.079872407968907
Meghalaya,East Jaintia Hills,2025,6,818,2025-06-01,629.0,1482.0,1055.5,603.162084352125,1356.1,0.6032003539557531,6.70808408385307,28.600699292150182
Meghalaya,East Jaintia Hills,2025,7,1287,2025-07-01,818.0,629.0,976.3333333333334,448.0003720236551,2160.5454545454545,0.5956829083562,7.160845906664299,35.874782229304195
Meghalaya,East Jaintia Hills,2025,9,408,2025-09-01,1287.0,818.0,911.3333333333334,338.7836084189041,794.9166666666666,0.5132613481490556,6.013715156042802,20.199009876724155
Meghalaya,East Jaintia Hills,2025,10,213,2025-10-01,408.0,1287.0,837.6666666666666,439.829891359527,366.0,0.581967213113164,5.365976015021851,14.594519519326424
Meghalaya,East Jaintia Hills,2025,11,231,2025-11-01,213.0,408.0,636.0,572.1512037914454,491.4166666666667,0.470069526877117,5.44673737166631,15.198684153570664
Meghalaya,East Jaintia Hills,2025,12,41,2025-12-01,231.0,213.0,284.0,107.76363022838457,177.75,0.2306610407863254,3.7376696182833684,6.4031242374328485
Meghalaya,East Khasi Hills,2025,4,7798,2025-04-01,300.0,300.0,300.0,0.0,2773.818181818182,2.811287362348226,8.961750799330497,88.30628516702534
