state,district,year,month,enrollment,date,lag_1,lag_2,rolling_mean_3,rolling_std_3,state_avg,district_state_ratio,target_log
Karnataka,Gadag,2025,11,1106,2025-11-01,649.0,2008.0,1328.5,960.9581156325181,1297.9705882352941,0.8520994312381552,7.009408932708637
Karnataka,Gadag,2025,12,722,2025-12-01,1106.0,649.0,1254.3333333333333,691.5362125972387,1111.5588235294117,0.6495382742830131,6.583409222158765
Karnataka,Hassan,2025,9,993,2025-09-01,,,,0.0,1684.0588235294117,0.5896468615735784,6.901737206656574
Karnataka,Hassan,2025,10,645,2025-10-01,993.0,993.0,993.0,0.0,1009.8235294117648,0.638725461640889,6.470799503782602
Karnataka,Hassan,2025,11,868,2025-11-01,645.0,993.0,819.0,246.07315985291854,1297.9705882352941,0.6687362624907041,6.767343125265392
Karnataka,Hassan,2025,12,741,2025-12-01,868.0,645.0,835.3333333333334,176.28480743766133,1111.5588235294117,0.6666313867641451,6.60934924316738
Karnataka,Haveri,2025,9,1401,2025-09-01,,,,0.0,1684.0588235294117,0.8319186838515442,7.2456550675945355
Karnataka,Haveri,2025,10,795,2025-10-01,1401.0,1401.0,1401.0,0.0,1009.8235294117648,0.7872662666736538,6.679599185844383
Karnataka,Haveri,2025,11,1053,2025-11-01,795.0,1401.0,1098.0,428.5067093990478,1297.9705882352941,0.8112664566851514,6.960347729101308
Karnataka,Haveri,2025,12,1014,2025-12-01,1053.0,795.0,1083.0,304.11182153938046,1111.5588235294117,0.9122324239930407,6.922643891475888
Karnataka,Kalaburagi,2025,4,608,2025-04-01,,,,0.0,2396.5,0.2537033173376784,6.411818267709897
Karnataka,Kalaburagi,2025,9,2617,2025-09-01,608.0,608.0,608.0,0.0,1684.0588235294117,1.5539837227976383,7.870165946469845
Karnataka,Kalaburagi,2025,10,1611,2025-10-01,2617.0,608.0,1612.5,1420.577523403774,1009.8235294117648,1.5953282460518947,7.385230923066573
Karnataka,Kalaburagi,2025,11,2195,2025-11-01,1611.0,2617.0,1612.0,1004.5003733199903,1297.9705882352941,1.6911014932800639,7.694392802629421
Karnataka,Kalaburagi,2025,12,1677,2025-12-01,2195.0,1611.0,2141.0,505.1692785591776,1111.5588235294117,1.5086920858346442,7.425357887027151
Karnataka,Kodagu,2025,9,294,2025-09-01,,,,0.0,1684.0588235294117,0.17457822487676944,5.68697535633982
Karnataka,Kodagu,2025,10,263,2025-10-01,294.0,294.0,294.0,0.0,1009.8235294117648,0.2604415448241144,5.575949103146316
Karnataka,Kodagu,2025,11,325,2025-11-01,263.0,294.0,278.5,21.920310216782973,1297.9705882352941,0.250390881692948,5.786897381366708
Karnataka,Kodagu,2025,12,313,2025-12-01,325.0,263.0,294.0,31.0,1111.5588235294117,0.2815865371891733,5.749392985908253
Karnataka,Kolar,2025,9,1239,2025-09-01,,,,0.0,1684.0588235294117,0.7357225191235284,7.122866658599083
Karnataka,Kolar,2025,10,751,2025-10-01,1239.0,1239.0,1239.0,0.0,1009.8235294117648,0.7436942971973761,6.62273632394984
Karnataka,Kolar,2025,11,1306,2025-11-01,751.0,1239.0,995.0,345.0681092190352,1297.9705882352941,1.0061861276645847,7.175489713624222
Karnataka,Kolar,2025,12,755,2025-12-01,1306.0,751.0,1098.6666666666667,302.94608981357277,1111.5588235294117,0.6792263117502423,6.628041376179533
Karnataka,Koppal,2025,9,1684,2025-09-01,,,,0.0,1684.0588235294117,0.9999650703825842,7.429520842786462
Karnataka,Koppal,2025,10,921,2025-10-01,1684.0,1684.0,1684.0,0.0,1009.8235294117648,0.9120405429011764,6.826545223556594
Karnataka,Koppal,2025,11,1497,2025-11-01,921.0,1684.0,1302.5,539.5224740453358,1297.9705882352941,1.153338922751825,7.311886164077165
Karnataka,Koppal,2025,12,1215,2025-12-01,1497.0,921.0,1367.3333333333333,397.6837101684369,1111.5588235294117,1.0930595612934364,7.103322062526113
Karnataka,Mandya,2025,9,878,2025-09-01,,,,0.0,1684.0588235294117,0.5213594606864067,6.778784897685177
Karnataka,Mandya,2025,10,759,2025-10-01,878.0,878.0,878.0,0.0,1009.8235294117648,0.7516164734657903,6.633318433280377
Karnataka,Mandya,2025,11,1017,2025-11-01,759.0,878.0,818.5,84.14570696119915,1297.9705882352941,0.7835308513283941,6.925595197110468
Karnataka,Mandya,2025,12,891,2025-12-01,1017.0,759.0,884.6666666666666,129.12913433200632,1111.5588235294117,0.8015770116151866,6.79346613258001
Karnataka,Mysuru,2025,4,485,2025-04-01,,,,0.0,2396.5,0.20237846859995728,6.186208623900494
Karnataka,Mysuru,2025,7,567,2025-07-01,485.0,485.0,485.0,0.0,2543.8333333333335,0.22289196095123257,6.342121418721152
Karnataka,Mysuru,2025,9,1806,2025-09-01,567.0,485.0,526.0,57.982756057296896,1684.0588235294117,1.0724090956715837,7.499423290592229
Karnataka,Mysuru,2025,10,1349,2025-10-01,1806.0,567.0,952.6666666666666,740.1448056517949,1009.8235294117648,1.3358769732613323,7.2078598714324755
Karnataka,Mysuru,2025,11,1498,2025-11-01,1349.0,1806.0,1240.6666666666667,626.5639100150385,1297.9705882352941,1.154109356233957,7.312553498102598
Karnataka,Mysuru,2025,12,1305,2025-12-01,1498.0,1349.0,1551.0,233.06436879111277,1111.5588235294117,1.1740269362040612,7.174724309836376
Karnataka,Raichur,2025,6,428,2025-06-01,,,,0.0,3895.0,0.10988446726569708,6.061456918928017
Karnataka,Raichur,2025,9,2853,2025-09-01,428.0,428.0,428.0,0.0,1684.0588235294117,1.694121345487834,7.956476798036782
Karnataka,Raichur,2025,10,1919,2025-10-01,2853.0,428.0,1640.5,1714.7339443773778,1009.8235294117648,1.9003320323858388,7.560080465021827
Karnataka,Raichur,2025,11,2274,2025-11-01,1919.0,2853.0,1733.3333333333333,1223.115012308055,1297.9705882352941,1.7519657383685037,7.729735331385051
Karnataka,Raichur,2025,12,2093,2025-12-01,2274.0,1919.0,2348.6666666666665,471.4555475687324,1111.5588235294117,1.8829412854215326,7.646831391430482
Karnataka,Ramanagara,2025,7,204,2025-07-01,,,,0.0,2543.8333333333335,0.0801939330406551,5.3230099791384085
Karnataka,Ramanagara,2025,9,1209,2025-09-01,204.0,204.0,204.0,0.0,1684.0588235294117,0.7179084145442661,7.098375638590786
Karnataka,Ramanagara,2025,10,545,2025-10-01,1209.0,204.0,706.5,710.6423150924803,1009.8235294117648,0.5396982582857124,6.302618975744905
Karnataka,Ramanagara,2025,11,685,2025-11-01,545.0,1209.0,652.6666666666666,511.0776196756549,1297.9705882352941,0.5277469352605211,6.530877627725885
Karnataka,Ramanagara,2025,12,474,2025-12-01,685.0,545.0,813.0,350.0171424373384,1111.5588235294117,0.4264281745292912,6.163314804034641
Karnataka,Shivamogga,2025,9,1298,2025-09-01,,,,0.0,1684.0588235294117,0.7707569247960774,7.1693500166706
Karnataka,Shivamogga,2025,10,743,2025-10-01,1298.0,1298.0,1298.0,0.0,1009.8235294117648,0.735772120928962,6.612041034833092
Karnataka,Shivamogga,2025,11,1010,2025-11-01,743.0,1298.0,1020.5,392.44426355853386,1297.9705882352941,0.7781378169534691,6.918695219020472
Karnataka,Shivamogga,2025,12,1058,2025-12-01,1010.0,743.0,1017.0,277.5662083179435,1111.5588235294117,0.9518164739493462,6.9650803456014065
Karnataka,Tumakuru,2025,9,1610,2025-09-01,,,,0.0,1684.0588235294117,0.9560236124204041,7.384610383176974
Karnataka,Tumakuru,2025,10,1175,2025-10-01,1610.0,1610.0,1610.0,0.0,1009.8235294117648,1.1635696394233248,7.069874128458572
Karnataka,Tumakuru,2025,11,1241,2025-11-01,1175.0,1610.0,1392.5,307.59144981614816,1297.9705882352941,0.9561079513259951,7.124478262493424
Karnataka,Tumakuru,2025,12,1384,2025-12-01,1241.0,1175.0,1342.0,234.4290937575795,1111.5588235294117,1.2450982986256098,7.233455418621439
Karnataka,Udupi,2025,9,1483,2025-09-01,,,,0.0,1684.0588235294117,0.8806105697015275,7.302496423727326
Karnataka,Udupi,2025,10,767,2025-10-01,1483.0,1483.0,1483.0,0.0,1009.8235294117648,0.7595386497342044,6.643789733147672
Karnataka,Udupi,2025,11,671,2025-11-01,767.0,1483.0,1125.0,506.288455329568,1297.9705882352941,0.5169608665106711,6.51025834052315
Karnataka,Udupi,2025,12,641,2025-12-01,671.0,767.0,973.6666666666666,443.69959807659654,1111.5588235294117,0.5766676368634508,6.464588303689961
Karnataka,Uttara Kannada,2025,9,977,2025-09-01,,,,0.0,1684.0588235294117,0.5801460057979719,6.885509670034818
Karnataka,Uttara Kannada,2025,10,705,2025-10-01,977.0,977.0,977.0,0.0,1009.8235294117648,0.6981417836539949,6.559615237493242
Karnataka,Uttara Kannada,2025,11,1037,2025-11-01,705.0,977.0,841.0,192.33304448274092,1297.9705882352941,0.798939520971037,6.945051063725834
Karnataka,Uttara Kannada,2025,12,666,2025-12-01,1037.0,705.0,906.3333333333334,176.92182831220495,1111.5588235294117,0.5991585743386243,6.502790045915623
Karnataka,Vijayanagara,2025,9,790,2025-09-01,,,,0.0,1684.0588235294117,0.46910475392057094,6.673297967767654
Karnataka,Vijayanagara,2025,10,398,2025-10-01,790.0,790.0,790.0,0.0,1009.8235294117648,0.39412826935360284,5.988961416889864
Karnataka,Vijayanagara,2025,11,478,2025-11-01,398.0,790.0,594.0,277.18585822512665,1297.9705882352941,0.36826720445916655,6.171700597410915
Karnataka,Vijayanagara,2025,12,423,2025-12-01,478.0,398.0,555.3333333333334,207.12637044406813,1111.5588235294117,0.3805466620799371,6.049733455231958
Karnataka,Vijayapura,2025,7,450,2025-07-01,,,,0.0,2543.8333333333335,0.1768983817073274,6.111467339502679
Karnataka,Vijayapura,2025,9,3831,2025-09-01,450.0,450.0,450.0,0.0,1684.0588235294117,2.274861154771781,8.251142139090751
Karnataka,Vijayapura,2025,10,1582,2025-10-01,3831.0,450.0,2140.5,2390.728027191717,1009.8235294117648,1.5666103570788936,7.367077059881012
Karnataka,Vijayapura,2025,11,1832,2025-11-01,1582.0,3831.0,1954.3333333333333,1720.9777259840796,1297.9705882352941,1.4114341392660943,7.513709247839705
Karnataka,Vijayapura,2025,12,1576,2025-12-01,1832.0,1582.0,2415.0,1232.646340196571,1111.5588235294117,1.4178286984349429,7.3632795869630385
Karnataka,Yadgir,2025,4,646,2025-04-01,,,,0.0,2396.5,0.2695597746712833,6.472346294500901
Karnataka,Yadgir,2025,9,2095,2025-09-01,646.0,646.0,646.0,0.0,1684.0588235294117,1.2440183031184762,7.647786045440933
Karnataka,Yadgir,2025,10,1299,2025-10-01,2095.0,646.0,1370.5,1024.5977259393073,1009.8235294117648,1.286363371583744,7.170119543449628
Karnataka,Yadgir,2025,11,1546,2025-11-01,1299.0,2095.0,1346.6666666666667,725.675087992783,1297.9705882352941,1.1910901633763002,7.344072850573066
Karnataka,Yadgir,2025,12,1195,2025-12-01,1546.0,1299.0,1646.6666666666667,407.4362935887442,1111.5588235294117,1.0750668113132975,7.086737934510577
Kerala,Alappuzha,2025,9,993,2025-09-01,,,,0.0,1391.9285714285713,0.7133986760399248,6.901737206656574
Kerala,Alappuzha,2025,10,838,2025-10-01,993.0,993.0,993.0,0.0,1185.0,0.7071729957799939,6.732210706467206
Kerala,Alappuzha,2025,11,1020,2025-11-01,838.0,993.0,915.5,109.60155108391487,1619.7142857142858,0.629740695007549,6.928537818164665
Kerala,Alappuzha,2025,12,628,2025-12-01,1020.0,838.0,950.3333333333334,98.21574890684961,1008.1428571428571,0.6229275896267025,6.444131256700441
Kerala,Ernakulam,2025,6,139,2025-06-01,,,,0.0,93.0,1.4946236558979071,4.941642422609304
Kerala,Ernakulam,2025,7,224,2025-07-01,139.0,139.0,139.0,0.0,158.0,1.417721518978369,5.41610040220442
Kerala,Ernakulam,2025,9,1668,2025-09-01,224.0,139.0,181.5,60.10407640085654,1391.9285714285713,1.1983373531063388,7.419979923661835
Kerala,Ernakulam,2025,10,1389,2025-10-01,1668.0,224.0,677.0,859.2828405129477,1185.0,1.172151898733188,7.237059026124737
Kerala,Ernakulam,2025,11,1814,2025-11-01,1389.0,1668.0,1093.6666666666667,765.9636631938445,1619.7142857142858,1.119950608572249,7.503840746698951
Kerala,Ernakulam,2025,12,990,2025-12-01,1814.0,1389.0,1623.6666666666667,215.9405782462694,1008.1428571428571,0.982003684284133,6.898714534329988
Kerala,Idukki,2025,9,510,2025-09-01,,,,0.0,1391.9285714285713,0.36639811156129065,6.236369590203704
Kerala,Idukki,2025,10,407,2025-10-01,510.0,510.0,510.0,0.0,1185.0,0.3434599156115245,6.0112671744041615
Kerala,Idukki,2025,11,482,2025-11-01,407.0,510.0,458.5,72.8319984622144,1619.7142857142858,0.2975833480329791,6.180016653652572
Kerala,Idukki,2025,12,269,2025-12-01,482.0,407.0,466.3333333333333,53.257237379846636,1008.1428571428571,0.26682726370952703,5.598421958998375
Kerala,Kannur,2025,7,70,2025-07-01,,,,0.0,158.0,0.4430379746807403,4.2626798770413155
Kerala,Kannur,2025,9,1625,2025-09-01,70.0,70.0,70.0,0.0,1391.9285714285713,1.167444963308034,7.3938782901077555
Kerala,Kannur,2025,10,1246,2025-10-01,1625.0,70.0,847.5,1099.5510447450813,1185.0,1.0514767932480578,7.1284959456800365
Kerala,Kannur,2025,11,1885,2025-11-01,1246.0,1625.0,980.3333333333334,810.8269441337858,1619.7142857142858,1.1637855000874804,7.542213463193403
Kerala,Kannur,2025,12,1049,2025-12-01,1885.0,1246.0,1585.3333333333333,321.3414590950464,1008.1428571428571,1.0405271361758137,6.956545443151569
Kerala,Kasaragod,2025,9,966,2025-09-01,,,,0.0,1391.9285714285713,0.6940011289572682,6.874198495453294
Kerala,Kasaragod,2025,10,863,2025-10-01,966.0,966.0,966.0,0.0,1185.0,0.7282700421934782,6.761572768804055
Kerala,Kasaragod,2025,11,1151,2025-11-01,863.0,966.0,914.5,72.8319984622144,1619.7142857142858,0.7106191568173421,7.049254841255837
Kerala,Kasaragod,2025,12,798,2025-12-01,1151.0,863.0,993.3333333333334,145.93263285959495,1008.1428571428571,0.7915544849078162,6.683360945766275
Kerala,Kollam,2025,5,56,2025-05-01,,,,0.0,126.66666666666667,0.4421052631544044,4.04305126783455
Kerala,Kollam,2025,9,1415,2025-09-01,56.0,56.0,56.0,0.0,1391.9285714285713,1.0165751526651496,7.255591274253665
Kerala,Kollam,2025,10,1140,2025-10-01,1415.0,56.0,735.5,960.9581156325181,1185.0,0.9620253164548844,7.039660349862076
Kerala,Kollam,2025,11,1491,2025-11-01,1140.0,1415.0,870.3333333333334,718.5125839770194,1619.7142857142858,0.9205327218198586,7.307872780763706
Kerala,Kollam,2025,12,886,2025-12-01,1491.0,1140.0,1348.6666666666667,184.66275567458987,1008.1428571428571,0.8788437012886281,6.787844982309579
Kerala,Kottayam,2025,9,915,2025-09-01,,,,0.0,1391.9285714285713,0.6573613178011392,6.82001636467413
Kerala,Kottayam,2025,10,797,2025-10-01,915.0,915.0,915.0,0.0,1185.0,0.6725738396618797,6.682108597449809
Kerala,Kottayam,2025,11,887,2025-11-01,797.0,915.0,856.0,83.43860018001261,1619.7142857142858,0.5476274475212707,6.78897174299217
Kerala,Kottayam,2025,12,639,2025-12-01,887.0,797.0,866.3333333333334,61.65495384260159,1008.1428571428571,0.633838741674304,6.461468176353717
Kerala,Kozhikode,2025,9,1825,2025-09-01,,,,0.0,1391.9285714285713,1.3111304972536382,7.509883061154913
Kerala,Kozhikode,2025,10,1356,2025-10-01,1825.0,1825.0,1825.0,0.0,1185.0,1.1443037974673889,7.213031659834869
Kerala,Kozhikode,2025,11,2149,2025-11-01,1356.0,1825.0,1590.5,331.6330803764908,1619.7142857142858,1.326777209383552,7.673223121121708
Kerala,Kozhikode,2025,12,1305,2025-12-01,2149.0,1356.0,1776.6666666666667,398.70331492644164,1008.1428571428571,1.2944594020109026,7.174724309836376
Kerala,Malappuram,2025,5,266,2025-05-01,,,,0.0,126.66666666666667,2.099999999983421,5.58724865840025
Kerala,Malappuram,2025,9,3585,2025-09-01,266.0,266.0,266.0,0.0,1391.9285714285713,2.5755631959749548,8.184792654165078
Kerala,Malappuram,2025,10,3059,2025-10-01,3585.0,266.0,1925.5,2346.8874067581514,1185.0,2.5814345991539396,8.026170194946426
Kerala,Malappuram,2025,11,4332,2025-11-01,3059.0,3585.0,2303.3333333333335,1783.8762102044336,1619.7142857142858,2.6745457752673554,8.374015421739909
Kerala,Malappuram,2025,12,3227,2025-12-01,4332.0,3059.0,3658.6666666666665,639.689247473594,1008.1428571428571,3.2009352416009063,8.07961802938984
Kerala,Palakkad,2025,9,1644,2025-09-01,,,,0.0,1391.9285714285713,1.1810950890328664,7.405495663199472
Kerala,Palakkad,2025,10,1499,2025-10-01,1644.0,1644.0,1644.0,0.0,1185.0,1.264978902952519,7.313220387090301
Kerala,Palakkad,2025,11,1962,2025-11-01,1499.0,1644.0,1571.5,102.5304832720494,1619.7142857142858,1.2113247486321679,7.5822291942764615
Kerala,Palakkad,2025,12,1547,2025-12-01,1962.0,1499.0,1701.6666666666667,236.82553353330235,1008.1428571428571,1.534504747058135,7.344719054149673
Kerala,Pathanamthitta,2025,9,569,2025-09-01,,,,0.0,1391.9285714285713,0.40878534407524386,6.345636360828596
Kerala,Pathanamthitta,2025,10,430,2025-10-01,569.0,569.0,569.0,0.0,1185.0,0.3628691983119301,6.066108090103747
Kerala,Pathanamthitta,2025,11,495,2025-11-01,430.0,569.0,499.5,98.2878425849301,1619.7142857142858,0.30560945493013414,6.206575926724928
Kerala,Pathanamthitta,2025,12,422,2025-12-01,495.0,430.0,498.0,69.54854419756032,1008.1428571428571,0.4185914694625294,6.0473721790462776
Kerala,Thiruvananthapuram,2025,5,58,2025-05-01,,,,0.0,126.66666666666667,0.4578947368384903,4.07753744390572
Kerala,Thiruvananthapuram,2025,7,180,2025-07-01,58.0,58.0,58.0,0.0,158.0,1.1392405063219035,5.198497031265826
Kerala,Thiruvananthapuram,2025,9,1657,2025-09-01,180.0,58.0,119.0,86.2670273047588,1391.9285714285713,1.1904346487393307,7.4133673356952405
Kerala,Thiruvananthapuram,2025,10,1508,2025-10-01,1657.0,180.0,631.6666666666666,890.0574887799852,1185.0,1.2725738396613733,7.319202458767849
Kerala,Thiruvananthapuram,2025,11,2027,2025-11-01,1508.0,1657.0,1115.0,813.1537370018048,1619.7142857142858,1.251455283117943,7.614805364711073
Kerala,Thiruvananthapuram,2025,12,1107,2025-12-01,2027.0,1508.0,1730.6666666666667,267.2271193822467,1008.1428571428571,1.098058665154076,7.010311867307229
Kerala,Thrissur,2025,6,47,2025-06-01,,,,0.0,93.0,0.5053763440805873,3.871201010907891
Kerala,Thrissur,2025,9,1741,2025-09-01,47.0,47.0,47.0,0.0,1391.9285714285713,1.2507825729964843,7.462789157412448
Kerala,Thrissur,2025,10,1715,2025-10-01,1741.0,47.0,894.0,1197.8388873300114,1185.0,1.4472573839650233,7.447751280047908
Kerala,Thrissur,2025,11,2394,2025-11-01,1715.0,1741.0,1167.6666666666667,970.6128648093087,1619.7142857142858,1.4780384547530123,7.781138509845015
Kerala,Thrissur,2025,12,1040,2025-12-01,2394.0,1715.0,1950.0,384.7349737156734,1008.1428571428571,1.0315998299550488,6.947937068614969
Kerala,Wayanad,2025,9,374,2025-09-01,,,,0.0,1391.9285714285713,0.2686919484782798,5.926926025970411
Kerala,Wayanad,2025,10,343,2025-10-01,374.0,374.0,374.0,0.0,1185.0,0.2894514767930047,5.840641657373398
Kerala,Wayanad,2025,11,587,2025-11-01,343.0,374.0,358.5,21.920310216782973,1619.7142857142858,0.36240959604846207,6.376726947898627
Kerala,Wayanad,2025,12,207,2025-12-01,587.0,343.0,434.6666666666667,132.83197406247237,1008.1428571428571,0.20532804307759145,5.337538079701318
Ladakh,Kargil,2025,9,272,2025-09-01,,,,0.0,171.5,1.5860058308945424,5.60947179518496
Ladakh,Kargil,2025,10,174,2025-10-01,272.0,272.0,272.0,0.0,132.0,1.318181818171832,5.1647859739235145
Ladakh,Kargil,2025,11,244,2025-11-01,174.0,272.0,223.0,69.29646455628166,169.0,1.4437869822399776,5.501258210544727
Ladakh,Kargil,2025,12,273,2025-12-01,244.0,174.0,230.0,50.47771785649585,165.5,1.649546827784595,5.6131281063880705
Ladakh,Leh (Ladakh),2025,9,71,2025-09-01,,,,0.0,171.5,0.413994169093796,4.276666119016055
Ladakh,Leh (Ladakh),2025,10,90,2025-10-01,71.0,71.0,71.0,0.0,132.0,0.6818181818130166,4.51085950651685
Ladakh,Leh (Ladakh),2025,11,94,2025-11-01,90.0,71.0,80.5,13.435028842544403,169.0,0.5562130177481881,4.553876891600541
Ladakh,Leh (Ladakh),2025,12,58,2025-12-01,94.0,90.0,85.0,12.288205727444508,165.5,0.35045317220332056,4.07753744390572
Lakshadweep,Lakshadweep,2025,9,64,2025-09-01,,,,0.0,64.0,0.9999999999843749,4.174387269895637
Lakshadweep,Lakshadweep,2025,10,40,2025-10-01,64.0,64.0,64.0,0.0,40.0,0.9999999999750001,3.713572066704308
Lakshadweep,Lakshadweep,2025,11,64,2025-11-01,40.0,64.0,52.0,16.97056274847714,64.0,0.9999999999843749,4.174387269895637
Lakshadweep,Lakshadweep,2025,12,31,2025-12-01,64.0,40.0,56.0,13.856406460551018,31.0,0.9999999999677419,3.4657359027997265
Madhya Pradesh,Agar Malwa,2025,9,583,2025-09-01,,,,0.0,2408.7090909090907,0.24203836079670507,6.369900982828227
Madhya Pradesh,Agar Malwa,2025,10,329,2025-10-01,583.0,583.0,583.0,0.0,1111.4,0.29602303401089075,5.799092654460526
Madhya Pradesh,Agar Malwa,2025,11,955,2025-11-01,329.0,583.0,456.0,179.60512242138307,1867.4727272727273,0.511386316947278,6.862757913051401
Madhya Pradesh,Agar Malwa,2025,12,659,2025-12-01,955.0,329.0,622.3333333333334,314.8481115289297,1482.3090909090909,0.4445766433203178,6.492239835020471
Madhya Pradesh,Alirajpur,2025,4,254,2025-04-01,,,,0.0,642.6296296296297,0.39525099417839477,5.541263545158426
Madhya Pradesh,Alirajpur,2025,5,133,2025-05-01,254.0,254.0,254.0,0.0,706.8666666666667,0.1881542959537091,4.897839799950911
Madhya Pradesh,Alirajpur,2025,6,1046,2025-06-01,133.0,254.0,193.5,85.55992052357225,1067.8823529411766,0.9795086482308774,6.953684210870537
Madhya Pradesh,Alirajpur,2025,7,1475,2025-07-01,1046.0,133.0,477.6666666666667,495.89548630062495,2106.266666666667,0.7002911945302746,7.297091005160418
Madhya Pradesh,Alirajpur,2025,9,1225,2025-09-01,1475.0,1046.0,884.6666666666666,685.3921018901029,2408.7090909090907,0.5085711697700921,7.111512116496157
Madhya Pradesh,Alirajpur,2025,10,729,2025-10-01,1225.0,1475.0,1248.6666666666667,215.47699026423498,1111.4,0.6559294583402412,6.593044534142437
Madhya Pradesh,Alirajpur,2025,11,1066,2025-11-01,729.0,1225.0,1143.0,379.69988148536453,1867.4727272727273,0.5708249359851292,6.9726062513017535
Madhya Pradesh,Alirajpur,2025,12,984,2025-12-01,1066.0,729.0,1006.6666666666666,253.26731595950793,1482.3090909090909,0.663829160891036,6.892641641172089
Madhya Pradesh,Anuppur,2025,9,659,2025-09-01,,,,0.0,2408.7090909090907,0.27359053132938016,6.492239835020471
Madhya Pradesh,Anuppur,2025,10,563,2025-10-01,659.0,659.0,659.0,0.0,1111.4,0.5065682922435607,6.335054251498059
Madhya Pradesh,Anuppur,2025,11,1098,2025-11-01,563.0,659.0,611.0,67.88225099390856,1867.4727272727273,0.5879603937257709,7.002155954403621
Madhya Pradesh,Anuppur,2025,12,861,2025-12-01,1098.0,563.0,773.3333333333334,285.23732808546174,1482.3090909090909,0.5808505157796565,6.759255270663693
Madhya Pradesh,Ashoknagar,2025,4,531,2025-04-01,,,,0.0,642.6296296296297,0.8262924327115261,6.2766434893416445
Madhya Pradesh,Ashoknagar,2025,5,220,2025-05-01,531.0,531.0,531.0,0.0,706.8666666666667,0.3112326699986166,5.3981627015177525
Madhya Pradesh,Ashoknagar,2025,6,868,2025-06-01,220.0,531.0,375.5,219.9102089490163,1067.8823529411766,0.8128236201380512,6.767343125265392
Madhya Pradesh,Ashoknagar,2025,7,2143,2025-07-01,868.0,220.0,539.6666666666666,324.0869224966249,2106.266666666667,1.0174400202565277,7.670428522190693
Madhya Pradesh,Ashoknagar,2025,9,2148,2025-09-01,2143.0,868.0,1077.0,978.3879598605045,2408.7090909090907,0.8917639776866595,7.67275789664251
Madhya Pradesh,Ashoknagar,2025,10,432,2025-10-01,2148.0,2143.0,1719.6666666666667,737.5692057924689,1111.4,0.38869893827569846,6.07073772800249
Madhya Pradesh,Ashoknagar,2025,11,1018,2025-11-01,432.0,2148.0,1574.3333333333333,989.2928450834634,1867.4727272727273,0.5451217493741666,6.926577033222725
Madhya Pradesh,Ashoknagar,2025,12,801,2025-12-01,1018.0,432.0,1199.3333333333333,872.2530213953596,1482.3090909090909,0.540373127920447,6.687108607866515
Madhya Pradesh,Balaghat,2025,7,338,2025-07-01,,,,0.0,2106.266666666667,0.16047350762795443,5.82600010738045
Madhya Pradesh,Balaghat,2025,9,2107,2025-09-01,338.0,338.0,338.0,0.0,2408.7090909090907,0.8747424120045585,7.653494909661253
Madhya Pradesh,Balaghat,2025,10,1070,2025-10-01,2107.0,338.0,1222.5,1250.8718959190026,1111.4,0.9627496850810124,6.976348070447749
Madhya Pradesh,Balaghat,2025,11,1831,2025-11-01,1070.0,2107.0,1171.6666666666667,888.8713817720387,1867.4727272727273,0.9804694725973466,7.513163545234075
Madhya Pradesh,Balaghat,2025,12,1320,2025-12-01,1831.0,1070.0,1669.3333333333333,537.070138188052,1482.3090909090909,0.8905025329026093,7.186144304522325
Madhya Pradesh,Barwani,2025,4,820,2025-04-01,,,,0.0,642.6296296296297,1.2760071465601721,6.710523109452428
Madhya Pradesh,Barwani,2025,5,3174,2025-05-01,820.0,820.0,820.0,0.0,706.8666666666667,4.490238611707314,8.063062911326792
Madhya Pradesh,Barwani,2025,6,2233,2025-06-01,3174.0,820.0,1997.0,1664.529362913133,1067.8823529411766,2.091054313097083,7.711548979629146
Madhya Pradesh,Barwani,2025,7,7219,2025-07-01,2233.0,3174.0,2075.6666666666665,1184.860469985109,2106.266666666667,3.427391276823086,8.884610231886873
Madhya Pradesh,Barwani,2025,9,3648,2025-09-01,7219.0,2233.0,4208.666666666667,2649.141433244615,2408.7090909090907,1.514504185568405,8.202208436436448
Madhya Pradesh,Barwani,2025,10,1234,2025-10-01,3648.0,7219.0,4366.666666666667,2569.5155833995896,1111.4,1.110311319056046,7.118826249062078
Madhya Pradesh,Barwani,2025,11,1784,2025-11-01,1234.0,3648.0,4033.6666666666665,3011.081256514565,1867.4727272727273,0.955301769040779,7.487173694213739
Madhya Pradesh,Barwani,2025,12,1701,2025-12-01,1784.0,1234.0,2222.0,1265.200379386601,1482.3090909090909,1.1475339458085896,7.43955930913332
Madhya Pradesh,Betul,2025,4,223,2025-04-01,,,,0.0,642.6296296296297,0.3470116996133151,5.4116460518550396
Madhya Pradesh,Betul,2025,7,968,2025-07-01,223.0,223.0,223.0,0.0,2106.266666666667,0.45958093308834286,6.876264611890766
Madhya Pradesh,Betul,2025,9,2246,2025-09-01,968.0,223.0,595.5,526.794551983978,2408.7090909090907,0.9324496712682668,7.717351272185329
Madhya Pradesh,Betul,2025,10,1142,2025-10-01,2246.0,968.0,1145.6666666666667,1023.1355400597389,1111.4,1.0275328414602956,7.04141166379481
Madhya Pradesh,Betul,2025,11,2039,2025-11-01,1142.0,2246.0,1452.0,693.1060524912477,1867.4727272727273,1.0918499479115182,7.620705086838262
Madhya Pradesh,Betul,2025,12,1464,2025-12-01,2039.0,1142.0,1809.0,586.8381378199618,1482.3090909090909,0.987648263764712,7.289610521451167
